Date,Product_ID,Product,Category,Quantity,Unit_Price,Total_Sales,Customer_ID,Store_Location,Payment_Method
2023-03-16,BEV657,Sdoa,Beverages,8,2.59,20.72,61911.0,Physical,MobileApp
2023-03-16,SNA749,Chips,Snacks,2,3.22,6.44,88051.0,Physical,CreditCard
2023-03-16,BAK628,Bread,Bakery,5,1.68,8.4,26305.0,Online,CreditCard
2023-03-16,DAI533,Hceese,Dairy,1,4.68,4.68,58537.0,Physical,DebitCard
2023-03-16,HOU335,Soap,Household,8,4.92,39.36,95089.0,Physical,CreditCard
2023-03-16,PRO862,Lettuce,Produce,9,0.97,8.73,56100.0,Physical,Cash
2023-03-16,PRO80,Lettuce,Produce,7,2.95,20.65,61962.0,Online,CreditCard
2023-03-16,BAK565,Cookies,Bakery,8,5.88,47.04,19988.0,Physical,Cash
2023-03-16,SNA307,Chips,Snacks,9,2.71,24.39,98210.0,Physical,DebitCard
2023-03-17,PRO56,Bananas,Produce,8,2.19,17.52,2077.0,Physical,CreditCard
2023-03-17,CAN814,Corn,Canned Goods,4,1.88,7.52,18920.0,Physical,CreditCard
2023-03-17,MEA678,Beef,Meat,6,8.15,48.9,70534.0,Online,Cash
2023-03-17,BAK383,Muffins,Bakery,3,1.42,4.26,39034.0,Online,CreditCard
2023-03-17,CAN66,Beans,Canned Goods,9,2.26,20.34,50308.0,Physical,Cash
2023-03-17,MEA322,Chicken,Meat,9,11.66,104.94,23098.0,Physical,CreditCard
2023-03-17,BEV468,Soda,Beverages,6,1.83,10.98,79142.0,Physical,DebitCard
2023-03-17,BEV15,Soda,Beverages,4,2.02,8.08,64374.0,Physical,Cash
2023-03-17,CAN913,Tuna,Canned Goods,1,0.85,0.85,75033.0,Physical,DebitCard
2023-03-17,SNA764,Chips,Snacks,7,4.31,30.17,36328.0,Physical,DebitCard
2023-03-17,CAN385,Corn,Canned Goods,8,2.42,19.36,89514.0,Online,Cash
2023-03-17,DAI700,Butter,Dairy,3,3.09,9.27,34624.0,Physical,CreditCard
2023-03-17,CAN344,Soup,Canned Goods,6,1.72,10.32,77737.0,Physical,CreditCard
2023-03-17,CAN299,Beans,Canned Goods,7,1.86,13.02,99917.0,Physical,CreditCard
2023-03-17,SNA188,Granola_Bars,Snacks,9,2.83,25.47,60504.0,Physical,CreditCard
2023-03-17,CAN891,Tuna,Canned Goods,5,1.23,6.15,24517.0,Physical,DebitCard
2023-03-17,DAI830,Butter,Dairy,6,3.5,21.0,58049.0,Physical,CreditCard
2023-03-17,MEA509,Pork,Meat,2,11.68,23.36,37622.0,Physical,Cash
2023-03-17,BAK785,Bread,Bakery,8,4.22,33.76,30914.0,Physical,CreditCard
2023-03-17,HOU715,Batteries,Household,9,7.57,68.13,73927.0,Physical,Cash
2023-03-17,MEA692,Chicken,Meat,9,7.23,65.07,68436.0,Physical,CreditCard
2023-03-18,PRO659,Tomatoes,Produce,6,0.66,3.96,35138.0,Physical,CreditCard
2023-03-18,SNA258,Nuts,Snacks,3,2.79,8.37,78261.0,Physical,DebitCard
2023-03-18,MEA809,Beef,Meat,1,11.63,11.63,82250.0,Physical,Cash
2023-03-18,BEV383,Water,Beverages,3,0.89,2.67,13366.0,Physical,CreditCard
2023-03-18,PRO977,Bananas,Produce,9,1.75,15.75,73891.0,Physical,CreditCard
2023-03-18,PRO430,Apples,Produce,8,2.12,16.96,29468.0,Physical,DebitCard
2023-03-18,CAN987,Beans,Canned Goods,8,0.82,6.56,41699.0,Physical,MobileApp
2023-03-18,CAN931,Beans,Canned Goods,2,0.83,1.66,24389.0,Online,Cash
2023-03-18,SNA369,Candy,Snacks,6,1.39,8.34,5762.0,Physical,Cash
2023-03-19,SNA947,Granola_Bars,Snacks,-4,1.62,-6.48,88577.0,Physical,DebitCard
2023-03-19,BEV714,Cffoee,Beverages,7,1.99,13.93,25101.0,Physical,DebitCard
2023-03-19,PRO969,Apples,Produce,3,2.12,6.36,77666.0,Physical,CreditCard
2023-03-19,HOU28,Detergent,Household,6,2.26,13.56,93642.0,Physical,CreditCard
2023-03-19,BAK393,Bread,Bakery,6,2.1,12.6,17344.0,Physical,MobileApp
2023-03-19,HOU76,Batteries,Household,4,2.95,11.8,38795.0,Online,CreditCard
2023-03-19,BEV766,Soda,Beverages,7,2.04,14.28,85131.0,Physical,DebitCard
2023-03-19,DAI61,Milk,Dairy,3,3.71,11.13,4585.0,Physical,MobileApp
2023-03-19,SNA318,Chips,Snacks,5,4.01,20.05,58339.0,Physical,DebitCard
2023-03-19,HOU285,Batteries,Household,1,4.94,4.94,73956.0,Physical,DebitCard
2023-03-19,SNA857,Chips,Snacks,1,4.38,4.38,52030.0,Physical,CreditCard
2023-03-19,DAI319,Milk,Dairy,9,1.68,15.12,51981.0,Physical,CreditCard
2023-03-20,BEV24,Coffee,Beverages,8,3.93,31.44,41132.0,Physical,MobileApp
2023-03-20,BEV782,Water,Beverages,6,1.77,10.62,14158.0,Physical,DebitCard
2023-03-20,CAN183,Soup,Canned Goods,4,0.98,3.92,8887.0,Physical,Cash
2023-03-20,BEV951,Soda,Beverages,3,3.98,11.94,27852.0,Physical,Cash
2023-03-20,CAN933,Pous,Canned Goods,9,0.87,7.83,52669.0,Physical,DebitCard
2023-03-20,BAK916,Cakes,Bakery,9,4.92,44.28,22069.0,Physical,MobileApp
2023-03-20,DAI346,Butter,Dairy,2,2.93,5.86,69648.0,Physical,MobileApp
2023-03-20,PRO83,Bnaanas,Produce,8,1.41,11.28,45934.0,Physical,CreditCard
2023-03-20,SNA519,Granola_Bars,Snacks,8,2.9,23.2,58127.0,Physical,DebitCard
2023-03-20,DAI253,Cheese,Dairy,7,125.17,876.22,40248.0,Online,MobileApp
2023-03-20,BAK741,Muffins,Bakery,1,3.02,3.02,67045.0,Physical,CreditCard
2023-03-20,BEV955,Soda,Beverages,6,1.95,11.7,29213.0,Physical,Cash
2023-03-21,BEV853,Soda,Beverages,5,1.78,8.9,9996.0,Online,Cash
2023-03-21,DAI312,Cheese,Dairy,3,4.98,14.94,32298.0,Physical,MobileApp
2023-03-21,CAN137,Corn,Canned Goods,5,0.83,4.15,52811.0,Physical,CreditCard
2023-03-21,BAK521,Cookies,Bakery,7,3.24,22.68,31499.0,Physical,CreditCard
2023-03-21,CAN295,Soup,Canned Goods,3,2.24,6.72,59747.0,Physical,MobileApp
2023-03-21,MEA61,Oprk,Meat,6,7.92,47.52,82175.0,Physical,MobileApp
2023-03-22,HOU432,Soap,Household,1,8.58,8.58,35916.0,Physical,DebitCard
2023-03-22,DAI113,Butter,Dairy,6,4.49,26.94,56855.0,Physical,CreditCard
2023-03-22,PRO916,Apples,Produce,8,2.41,19.28,16279.0,Physical,DebitCard
2023-03-22,BAK769,Bread,Bakery,7,1.59,11.13,9633.0,Online,DebitCard
2023-03-22,CAN951,Corn,Canned Goods,7,1.07,7.49,88613.0,Online,CreditCard
2023-03-22,SNA0,Granola_Bars,Snacks,8,3.78,30.24,58733.0,Physical,MobileApp
2023-03-22,HOU65,Batteries,Household,1,8.14,8.14,58989.0,Physical,CreditCard
2023-03-22,BAK915,Cakes,Bakery,1,4.61,4.61,62437.0,Physical,MobileApp
2023-03-22,DAI508,Yogurt,Dairy,3,2.52,7.56,70911.0,Physical,CreditCard
2023-03-22,HOU823,Soap,Household,7,5.07,35.49,22572.0,Physical,DebitCard
2023-03-22,BEV277,Juice,Beverages,9,3.11,27.99,11594.0,Physical,DebitCard
2023-03-23,DAI299,Cheese,Dairy,6,4.86,29.16,84477.0,Physical,CreditCard
2023-03-23,DAI271,Butter,Dairy,9,4.06,36.54,9628.0,Physical,MobileApp
2023-03-23,BEV425,Soda,Beverages,3,3.8,11.4,36259.0,Physical,MobileApp
2023-03-23,CAN495,Soup,Canned Goods,1,1.98,1.98,80084.0,Physical,CreditCard
2023-03-23,BEV642,Juice,Beverages,3,0.81,2.43,6486.0,Physical,CreditCard
2023-03-23,HOU368,Detergent,Housheold,7,5.6,39.2,97694.0,Physical,Cash
2023-03-23,HOU6,Detergent,Household,4,7.84,31.36,66475.0,Physical,CreditCard
2023-03-23,DAI440,Cheese,Dairy,2,4.16,8.32,55800.0,Physical,MobileApp
2023-03-23,SNA177,Chips,Snacks,4,102.1,408.38,8439.0,Online,CreditCard
2023-03-23,CAN533,Tuna,Canned Goods,4,1.55,6.2,18786.0,Physical,Cash
2023-03-23,SNA95,Chips,Snacks,6,1.8,10.8,65864.0,Physical,CreditCard
2023-03-23,MEA866,Pork,Meat,4,8.32,33.28,36788.0,Online,CreditCard
2023-03-23,MEA332,Pork,Meat,2,14.96,29.92,52757.0,Online,Cash
2023-03-23,BAK867,Bread,Bakery,8,3.43,27.44,46256.0,Physical,Cash
2023-03-24,BEV587,Soda,Beverages,2,1.01,2.02,14303.0,Physical,CreditCard
2023-03-24,BEV297,Water,Beverages,4,1.52,6.08,34647.0,Physical,Cash
2023-03-24,BEV16,Water,Beverages,4,0.63,2.52,1477.0,Physical,DebitCard
2023-03-24,BAK24,Cookies,Bakery,6,2.11,12.66,58382.0,Physical,Cash
2023-03-24,SNA859,Chips,Snacks,6,4.35,26.1,20990.0,Physical,DebitCard
2023-03-24,BEV240,Soda,Bevreages,5,3.6,18.0,31448.0,Physical,Cash
2023-03-24,SNA578,Nuts,Snacks,7,1.84,12.88,47566.0,Physical,MobileApp
2023-03-24,DAI519,Yogurt,Dairy,3,4.91,14.73,93158.0,Physical,MobileApp
2023-03-24,HOU665,Batteries,Household,7,9.61,67.27,8848.0,Physical,CreditCard
2023-03-24,SNA267,Candy,Snacks,7,1.92,13.44,13365.0,Physical,DebitCard
2023-03-24,SNA86,Candy,Snacks,1,2.84,2.84,60050.0,Physical,MobileApp
2023-03-24,HOU879,Detergent,Household,8,9.79,78.32,87007.0,Physical,CreditCard
2023-03-24,SNA269,Nuts,Snacks,1,3.85,3.85,16584.0,Online,MobileApp
2023-03-25,BAK847,Bread,Bakery,6,2.83,16.98,35053.0,Physical,MobileApp
2023-03-25,MEA920,Chicken,Meat,4,4.13,16.52,26686.0,Online,CreditCard
2023-03-25,SNA759,Granola_Bars,Snacks,2,2.98,5.96,23583.0,Physical,Cash
2023-03-25,HOU616,Detergent,Household,6,3.87,23.22,92198.0,Physical,CreditCard
2023-03-25,PRO982,Bananas,Produce,6,2.33,13.98,21183.0,Physical,DebitCard
2023-03-25,BAK26,Cakes,Bakery,5,4.41,22.05,1293.0,Physical,Cash
2023-03-25,CAN820,Soup,Canned Goods,9,2.21,19.89,64332.0,Physical,CreditCard
2023-03-25,MEA267,Chicken,Meat,9,11.44,102.96,11614.0,Physical,DebitCard
2023-03-25,HOU104,Toilet_Paper,Household,2,8.0,16.0,3361.0,Online,Cash
2023-03-25,HOU264,Batteries,Household,9,6.58,59.22,90885.0,Physical,MobileApp
2023-03-25,DAI227,Yogurt,Dairy,2,3.48,6.96,20696.0,Online,CreditCard
2023-03-25,BEV164,Juice,Beverages,6,1.32,7.92,45009.0,Online,CreditCard
2023-03-25,MEA199,Beef,Meat,3,7.53,22.59,55596.0,Physical,CreditCard
2023-03-25,PRO203,Bananas,Proudce,5,1.65,8.25,35393.0,Online,Cash
2023-03-25,DAI381,Butter,Dairy,7,1.77,12.39,95313.0,Physical,Cash
2023-03-25,CAN84,Beans,Canned Goods,1,1.02,1.02,15385.0,Physical,Cash
2023-03-25,SNA585,Granola_Bars,Snacks,1,4.1,4.1,92078.0,Online,Cash
2023-03-25,SNA602,Nuts,Snacks,8,1.67,13.36,40896.0,Physical,Cash
2023-03-25,HOU687,Aosp,Household,3,2.45,7.35,10832.0,Physical,MobileApp
2023-03-26,MEA189,Sausage,Meat,8,4.11,32.88,96995.0,Physical,CreditCard
2023-03-26,PRO472,Lettuce,Produce,7,0.85,5.95,13214.0,Physical,MobileApp
2023-03-26,SNA177,Candy,Snacks,3,2.16,6.48,67250.0,Online,MobileApp
2023-03-26,PRO753,Lettuce,Produce,6,0.78,4.68,94179.0,Physical,DebitCard
2023-03-26,MEA118,Beef,Meat,3,11.89,35.67,6003.0,Online,DebitCard
2023-03-26,DAI279,Cheese,Dairy,3,4.64,13.92,44979.0,Online,DebitCard
2023-03-27,HOU252,Soap,Household,4,6.37,25.48,7434.0,Physical,CreditCard
2023-03-27,MEA612,Beef,Meat,7,4.58,32.06,60764.0,Physical,MobileApp
2023-03-27,HOU608,Batteries,Household,4,3.85,15.4,99253.0,Physical,MobileApp
2023-03-27,PRO216,Apples,Produce,9,1.98,17.82,20320.0,Physical,CreditCard
2023-03-27,BAK27,Cookies,Bakery,2,2.91,5.82,88975.0,Physical,DebitCard
2023-03-27,MEA251,Pork,Meat,8,7.64,61.12,57865.0,Physical,CreditCard
2023-03-27,SNA338,Nuts,Snacks,7,1.02,7.14,13040.0,Physical,MobileApp
2023-03-27,DAI80,Milk,Dairy,7,4.11,28.77,20696.0,Physical,MobileApp
2023-03-27,BEV677,Juice,Beverages,1,0.99,0.99,5010.0,Physical,MobileApp
2023-03-27,BAK799,Cookies,Bakery,6,1.0,6.0,82496.0,Physical,MobileApp
2023-03-27,MEA155,Pork,Meat,6,9.16,54.96,69697.0,Physical,CreditCard
2023-03-27,PRO564,Bananas,Produce,7,2.21,15.47,41444.0,Physical,CreditCard
2023-03-27,PRO102,Apples,Produce,1,0.59,0.59,53133.0,Online,DebitCard
2023-03-27,HOU695,Batteries,Household,1,2.11,2.11,36883.0,Physical,MobileApp
2023-03-27,SNA358,Nuts,Snacks,3,1.33,3.99,51702.0,Online,CreditCard
2023-03-27,MEA446,Chicken,Meat,9,6.16,55.44,83568.0,Physical,DebitCard
2023-03-27,CAN716,Soup,Canned Goods,5,1.52,7.6,19434.0,Physical,Cash
2023-03-27,DAI956,Cheese,Dairy,6,2.73,16.38,8162.0,Physical,CreditCard
2023-03-27,BAK925,Cakes,Bakery,3,2.85,8.55,77710.0,Online,MobileApp
2023-03-28,HOU794,Poas,Household,3,8.75,26.25,89202.0,Online,Cash
2023-03-28,BEV619,Water,Beverages,8,2.83,22.64,35640.0,Online,Cash
2023-03-28,SNA234,Granola_Bars,Snacks,3,2.78,8.34,52720.0,Physical,Cash
2023-03-28,DAI985,Butter,Dairy,7,4.34,30.38,9670.0,Physical,MobileApp
2023-03-28,MEA286,Pork,Meat,8,10.06,80.48,57079.0,Physical,CreditCard
2023-03-28,BAK408,Muffins,Bakery,2,3.65,7.3,99665.0,Physical,MobileApp
2023-03-28,DAI832,Cheese,Dairy,5,2.1,10.5,64697.0,Physical,MobileApp
2023-03-28,HOU794,Soap,Household,3,8.75,26.25,89202.0,Online,Cash
2023-03-28,DAI421,Milk,Dairy,4,3.42,13.68,32702.0,Physical,MobileApp
2023-03-28,MEA201,Beef,Meat,6,13.39,80.34,57077.0,Online,CreditCard
2023-03-28,SNA378,Candy,Snacks,5,3.82,19.1,9874.0,Physical,CreditCard
2023-03-28,BAK927,Cakes,Bakery,9,2.63,23.67,20747.0,Physical,DebitCard
2023-03-28,HOU364,Soap,Household,2,7.44,14.88,10049.0,Physical,CreditCard
2023-03-28,HOU942,Toilet_Paper,Household,4,7.62,30.48,32149.0,Online,Cash
2023-03-29,HOU27,Soap,Househodl,8,3.34,26.72,5000.0,Physical,Cash
2023-03-29,BEV470,Juice,Beverages,3,2.54,7.62,37512.0,Physical,CreditCard
2023-03-29,PRO729,Apples,Produce,9,2.74,24.66,46014.0,Physical,CreditCard
2023-03-29,SNA405,Candy,Snacks,8,2.69,21.52,6065.0,Online,CreditCard
2023-03-29,HOU753,Soap,Household,4,4.36,17.44,59477.0,Physical,MobileApp
2023-03-29,DAI870,Butter,Dairy,1,4.99,4.99,79906.0,Online,MobileApp
2023-03-29,HOU755,Toilet_Paper,Household,7,6.38,44.66,14975.0,Physical,MobileApp
2023-03-29,PRO626,Tomatoes,Produce,1,1.25,1.25,72953.0,Physical,MobileApp
2023-03-29,SNA422,Chips,Snacks,7,3.87,27.09,51415.0,Physical,DebitCard
2023-03-29,CAN55,Beans,Canned Goods,7,2.39,16.73,79978.0,Physical,MobileApp
2023-03-30,MEA602,Sausage,Meat,4,4.55,18.2,14310.0,Online,MobileApp
2023-03-30,SNA992,Nuts,Snacks,4,3.93,15.72,62230.0,Online,DebitCard
2023-03-30,BAK446,Cookies,Bakery,7,5.84,40.88,17032.0,Online,MobileApp
2023-03-30,CAN223,Tuna,Canned Goods,3,1.17,3.51,16303.0,Physical,DebitCard
2023-03-30,MEA93,Pork,Meat,3,12.6,37.8,76487.0,Physical,Cash
2023-03-30,SNA221,Chips,Snacks,7,4.23,29.61,60592.0,Physical,DebitCard
2023-03-30,BEV444,Coffee,Beverages,9,0.86,7.74,28343.0,Physical,MobileApp
2023-03-30,DAI908,Yogurt,Dairy,7,3.64,25.48,59017.0,Online,CreditCard
2023-03-30,HOU343,Toilet_Paper,Household,1,8.61,8.61,36699.0,Physical,DebitCard
2023-03-30,CAN540,Corn,Can Edngoods,9,1.43,12.87,76617.0,Physical,MobileApp
2023-03-30,BAK573,Muffins,Bakery,4,2.91,11.64,36412.0,Online,DebitCard
2023-03-30,CAN575,Soup,Canned Goods,7,1.11,7.77,74833.0,Physical,DebitCard
2023-03-30,MEA121,Sausage,Meat,2,5.61,11.22,80636.0,Physical,MobileApp
2023-03-30,HOU814,Batteries,Household,6,9.17,55.02,75986.0,Physical,DebitCard
2023-03-30,CAN137,Bsane,Canned Goods,9,2.5,22.5,63340.0,Online,Cash
2023-03-31,CAN788,Tuna,Canned Goods,1,1.7,1.7,74946.0,Physical,CreditCard
2023-03-31,DAI386,Butter,Dairy,8,2.25,18.0,39532.0,Physical,DebitCard
2023-03-31,BAK149,Cookies,Bakery,7,3.0,21.0,79653.0,Physical,CreditCard
2023-03-31,MEA170,Pork,Meat,5,8.54,42.7,88696.0,Physical,DebitCard
2023-03-31,HOU548,Soap,Household,9,6.08,54.72,36905.0,Physical,CreditCard
2023-03-31,MEA796,Chicken,Meat,8,9.51,76.08,94756.0,Physical,DebitCard
2023-03-31,MEA635,Sausage,Meat,9,11.68,105.12,69088.0,Physical,Cash
2023-03-31,BAK306,Cookies,Bakery,8,3.97,31.76,93263.0,Physical,CreditCard
2023-03-31,MEA155,Sausage,Meat,5,14.14,70.7,96726.0,Physical,MobileApp
2023-03-31,SNA719,Chips,Snacks,1,2.54,2.54,32158.0,Physical,CreditCard
2023-03-31,BAK52,Muffins,Bakery,7,5.38,37.66,47824.0,Physical,Cash
2023-03-31,MEA981,Sausage,Meat,6,4.7,28.2,64029.0,Online,Cash
2023-03-31,HOU475,Soap,Household,9,9.61,86.49,86039.0,Physical,DebitCard
2023-03-31,BAK630,Cookies,Bakery,5,2.8,14.0,46442.0,Physical,DebitCard
2023-03-31,PRO162,Lettuce,Produce,7,1.31,9.17,62751.0,Physical,MobileApp
2023-03-31,BEV693,Coffee,Beverages,9,1.7,15.3,55785.0,Physical,Cash
2023-03-31,SNA892,Candy,Snacks,7,3.54,24.78,90295.0,Physical,DebitCard
2023-03-31,HOU806,Toilet_Paper,Household,2,7.23,14.46,93057.0,Physical,CreditCard
2023-03-31,PRO794,Bananas,Produce,5,0.58,2.9,25595.0,Online,DebitCard
2023-03-31,BEV201,Water,Beverages,5,3.58,17.9,38460.0,Physical,Cash
2023-04-01,BEV773,Soda,Beverages,3,1.1,3.3,85707.0,Online,Cash
2023-04-01,PRO838,Apples,Produce,1,2.65,2.65,62167.0,Physical,MobileApp
2023-04-01,CAN505,Soup,Canned Goods,1,2.28,2.28,71854.0,Online,CreditCard
2023-04-01,PRO429,Apples,Produce,8,1.95,15.6,20627.0,Physical,CreditCard
2023-04-01,MEA973,Chicken,Meat,8,13.97,111.76,8066.0,Physical,CreditCard
2023-04-01,MEA161,Beef,Meat,6,5.34,32.04,37731.0,Physical,Cash
2023-04-01,MEA662,Beef,Meat,3,7.69,23.07,80080.0,Online,DebitCard
2023-04-02,MEA259,Sausage,Meat,6,5.04,30.24,51964.0,Physical,CreditCard
2023-04-02,CAN366,Beans,Canned Goods,5,2.07,10.35,93793.0,Physical,CreditCard
2023-04-02,PRO574,Tomatoes,Produce,4,2.71,10.84,27822.0,Physical,Cash
2023-04-02,DAI350,Cheese,Dairy,4,3.91,15.64,82296.0,Physical,CreditCard
2023-04-02,BEV706,Water,Beverages,2,1.79,3.58,28020.0,Physical,Cash
2023-04-02,DAI301,Butter,Dairy,4,1.86,7.44,11644.0,Physical,Cash
2023-04-02,CAN988,Tuna,Canned Goods,1,1.65,1.65,29825.0,Physical,MobileApp
2023-04-02,HOU933,Batteries,Household,1,7.04,7.04,78920.0,Physical,Cash
2023-04-02,HOU169,Detergent,Household,7,6.71,46.97,14844.0,Physical,DebitCard
2023-04-02,BAK134,Muffins,Bakery,1,3.49,3.49,40915.0,Online,MobileApp
2023-04-02,MEA808,Chicken,Meta,6,5.03,30.18,95088.0,Online,CreditCard
2023-04-02,DAI38,Milk,Dairy,9,4.54,40.86,92040.0,Physical,CreditCard
2023-04-02,BEV974,Water,Beverages,5,1.2,6.0,60989.0,Physical,CreditCard
2023-04-02,DAI204,Cheese,Dairy,6,4.78,28.68,80860.0,Online,Cash
2023-04-02,HOU916,Soap,Household,4,7.01,28.04,61402.0,Physical,Cash
2023-04-02,BEV82,Water,Beverages,2,2.53,5.06,67305.0,Physical,MobileApp
2023-04-02,CAN366,Benas,Canned Goods,5,2.07,10.35,93793.0,Physical,CreditCard
2023-04-03,MEA52,Chicken,Meat,1,11.04,11.04,52059.0,Online,CreditCard
2023-04-03,DAI500,Butter,Dairy,4,4.37,17.48,5690.0,Physical,CreditCard
2023-04-03,CAN90,Ocrn,Canned Goods,9,1.9,17.1,84905.0,Physical,Cash
2023-04-03,PRO333,Apples,Produce,7,0.83,5.81,37419.0,Physical,MobileApp
2023-04-03,HOU148,Soap,Household,1,8.78,8.78,8074.0,Online,CreditCard
2023-04-03,DAI211,Milk,Dairy,6,2.45,14.7,38545.0,Physical,DebitCard
2023-04-03,MEA655,Uassage,Meat,7,10.3,72.1,94265.0,Physical,MobileApp
2023-04-03,SNA957,Nuts,Snacks,9,3.49,31.41,76845.0,Physical,CreditCard
2023-04-03,CAN177,Corn,Canned Goods,8,1.55,12.4,22353.0,Online,DebitCard
2023-04-03,BEV655,Soda,Beverages,4,2.97,11.88,27681.0,Physical,CreditCard
2023-04-03,CAN476,Soup,Canned Goods,1,2.5,2.5,28890.0,Physical,Cash
2023-04-03,BAK563,Cookies,Bakery,3,1.01,3.03,67975.0,Physical,MobileApp
2023-04-03,BEV989,Soda,Beverages,6,2.75,16.5,73846.0,Online,CreditCard
2023-04-03,BAK86,Muffins,Bakery,7,4.15,29.05,45000.0,Online,Cash
2023-04-03,DAI68,Cheese,Dairy,8,4.46,35.68,70577.0,Physical,DebitCard
2023-04-03,PRO485,Lettuce,Produce,9,2.51,22.59,82083.0,Online,CreditCard
2023-04-03,PRO780,Tomatoes,Produce,7,2.83,19.81,19022.0,Physical,MobileApp
2023-04-03,BAK821,Bread,Bakery,1,1.38,1.38,67628.0,Physical,CreditCard
2023-04-04,PRO406,Lettuce,Produce,7,2.8,19.6,27101.0,Physical,MobileApp
2023-04-04,BEV911,Soda,Beverages,6,2.13,12.78,50784.0,Physical,MobileApp
2023-04-04,MEA951,Beef,Meat,2,4.06,8.12,9787.0,Physical,CreditCard
2023-04-04,MEA635,Beef,Meat,9,5.68,51.12,95838.0,Physical,Cash
2023-04-04,CAN787,Corn,Canned Goods,4,1.88,7.52,14369.0,Physical,DebitCard
2023-04-04,SNA298,Candy,Snacks,1,3.1,3.1,31800.0,Online,CreditCard
2023-04-04,BAK861,Mufsinf,Bakery,6,1.91,11.46,33074.0,Physical,CreditCard
2023-04-04,DAI685,Yogurt,Dairy,1,2.95,2.95,68745.0,Physical,MobileApp
2023-04-04,DAI34,Cheese,Dairy,7,3.37,23.59,27011.0,Online,MobileApp
2023-04-04,SNA299,Candy,Snacks,9,1.69,15.21,11985.0,Physical,DebitCard
2023-04-04,CAN913,Tuna,Canned Goods,6,1.74,10.44,83079.0,Physical,MobileApp
2023-04-04,CAN664,Beans,Canned Goods,3,1.88,5.64,14653.0,Physical,Cash
2023-04-04,BEV803,Juice,Beverages,1,3.88,3.88,63080.0,Physical,MobileApp
2023-04-05,MEA217,Chicken,Meat,8,5.56,44.48,78099.0,Physical,CreditCard
2023-04-05,HOU482,Toilet_Paper,Household,3,6.9,20.7,30076.0,Physical,CreditCard
2023-04-05,BEV357,Soda,Beverages,4,2.95,11.8,95946.0,Physical,MobileApp
2023-04-05,CAN356,Soup,Canned Goods,2,1.16,2.32,95441.0,Physical,DebitCard
2023-04-05,PRO798,Tomatoes,Produce,9,1.52,13.68,19198.0,Physical,DebitCard
2023-04-05,CAN264,Soup,Canned Goods,3,1.31,3.93,17522.0,Online,Cash
2023-04-05,DAI114,Goyurt,Dairy,6,4.7,28.2,58036.0,Physical,CreditCard
2023-04-05,BAK738,Bread,Bakery,3,4.62,13.86,99994.0,Physical,CreditCard
2023-04-05,MEA707,Pork,Meat,6,10.95,65.7,52069.0,Physical,CreditCard
2023-04-05,PRO647,Apples,Produce,2,2.55,5.1,41595.0,Online,MobileApp
2023-04-05,DAI604,Yogurt,Dairy,1,3.98,3.98,48526.0,Online,MobileApp
2023-04-05,MEA813,Pokr,Meat,5,8.95,44.75,34869.0,Online,CreditCard
2023-04-05,BAK998,Cookies,Bakery,4,5.92,23.68,82901.0,Physical,MobileApp
2023-04-05,MEA659,Sausage,Meat,9,4.52,40.68,25568.0,Physical,DebitCard
2023-04-05,MEA939,Beef,Meat,7,5.72,40.04,75778.0,Online,CreditCard
2023-04-05,BAK425,Muffins,Bakery,9,1.54,13.86,34287.0,Physical,CreditCard
2023-04-06,PRO752,Tomatoes,Pcodure,4,2.54,10.16,87552.0,Physical,Cash
2023-04-06,BAK71,Bread,Bakery,5,1.81,9.05,40992.0,Physical,CreditCard
2023-04-06,DAI470,Yogurt,Dairy,7,1.53,10.71,97963.0,Physical,MobileApp
2023-04-06,CAN798,Beans,Canned Goods,8,1.3,10.4,47733.0,Physical,CreditCard
2023-04-06,BAK88,Cookies,Bakery,-1,2.84,-2.84,26207.0,Physical,CreditCard
2023-04-06,BEV245,Coffee,Beverages,1,3.05,3.05,35912.0,Physical,CreditCard
2023-04-06,BEV277,Water,Beverages,9,0.96,8.64,74336.0,Online,DebitCard
2023-04-06,MEA889,Sausage,Meat,2,11.78,23.56,8121.0,Physical,DebitCard
2023-04-06,CAN988,Tuna,Canned Goods,3,1.61,4.83,77987.0,Physical,Cash
2023-04-06,PRO143,Tomatoes,Produce,7,0.68,4.76,14279.0,Physical,DebitCard
2023-04-06,PRO944,Lettuce,Pcodure,8,2.94,23.52,63324.0,Physical,CreditCard
2023-04-06,DAI607,Yogurt,Dairy,6,187.89,1127.32,19437.0,Physical,MobileApp
2023-04-06,CAN223,Soup,Canned Goods,6,0.88,5.28,16503.0,Physical,DebitCard
2023-04-06,BEV291,Juice,Beverages,5,3.14,15.7,49157.0,Physical,CreditCard
2023-04-06,BEV577,Coffee,Beverages,6,1.47,8.82,54651.0,Physical,Cash
2023-04-06,DAI155,Butter,Dairy,7,1.89,13.23,9757.0,Physical,MobileApp
2023-04-06,PRO691,Bananas,Produce,9,1.72,15.48,97639.0,Physical,CreditCard
2023-04-06,CAN324,Soup,Canned Goods,5,1.13,5.65,65289.0,Physical,DebitCard
2023-04-06,CAN0,Tuna,Canned Goods,6,2.1,12.6,54355.0,Physical,CreditCard
2023-04-06,SNA831,Nuts,Snacks,3,1.38,4.14,58063.0,Physical,MobileApp
2023-04-07,DAI823,Yogurt,Dairy,9,1.8,16.2,76402.0,Physical,Cash
2023-04-07,MEA881,Sausage,Meat,8,13.88,111.04,15166.0,Physical,Cash
